"LLAVEVIV","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","FOLIO","VIV_SEL","ENT","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"0696102","01","02","00","2","","2","","02","1","","06961","02","07","4","6","039","00453",3363
"0696210","03","04","00","2","","2","","06","2","02","06962","10","12","4","6","063","00884",3037
"0696303","01","03","01","2","","1","1","01","1","","06963","03","19","2","2","105","01248",2799
"0696405","01","02","01","2","","2","","02","1","","06964","05","15","1","5","086","01068",12827
"0696504","02","05","02","2","","1","1","03","1","","06965","04","17","1","5","097","01180",550
"0696603","03","05","01","1","1","1","1","04","1","","06966","03","15","1","5","087","01093",12542
"0696718","02","03","01","2","","2","","04","1","","06967","18","13","4","5","070","00931",3702
"0696801","02","03","01","1","1","1","1","02","1","","06968","01","03","1","1","018","00209",732
"0696904","01","03","01","1","1","1","1","02","1","","06969","04","19","1","2","108","01364",3060
"0697005","02","05","01","2","","1","1","04","1","","06970","05","27","1","6","156","01829",1722
"0697101","01","03","01","1","2","1","1","03","1","","06971","01","28","1","2","164","01951",2175
"0697204","02","05","01","2","","1","1","03","1","","06972","04","19","1","2","107","01320",3082
"0697303","02","03","01","1","1","1","1","05","1","","06973","03","14","1","3","080","01007",6826
"0697410","02","05","01","1","1","1","1","03","1","","06974","10","09","4","4","047","00557",672
"0697503","02","04","02","1","1","1","1","02","1","","06975","03","05","1","2","030","00364",1340
"0697602","02","04","01","1","1","1","1","06","1","","06976","02","22","1","3","128","01505",2103
"0697713","02","03","00","1","1","1","1","04","1","","06977","13","21","4","5","117","01413",3844
"0697801","02","05","01","2","","1","1","02","1","","06978","01","21","1","5","121","01444",3619
"0697903","01","02","01","1","1","2","","01","1","","06979","03","06","1","3","035","00417",879
"0698020","03","04","01","2","","1","1","04","1","","06980","20","11","2","3","056","00831",4889
"0698102","03","04","02","1","2","1","1","01","1","","06981","02","26","1","1","152","01798",2202
"0698209","02","02","01","2","","1","1","04","1","","06982","09","29","4","5","167","01974",661
"0698304","01","02","01","2","","2","","01","1","","06983","04","28","1","2","162","01902",1538
"0698402","02","04","01","2","","1","1","02","1","","06984","02","30","4","5","174","02047",5218
"0698504","02","03","01","1","1","1","1","01","1","","06985","04","24","1","2","140","01669",1189
"0698615","01","01","00","2","","2","","01","1","","06986","15","13","4","5","070","00933",2426
"0698720","02","03","00","2","","2","","07","1","","06987","20","07","4","6","039","00455",3338
"0698801","02","04","01","2","","1","1","03","1","","06988","01","09","1","4","049","00666",2907
"0698904","02","04","01","2","","1","1","06","1","","06989","04","31","2","6","178","02085",2014
"0699001","03","04","00","2","","2","","08","1","","06990","01","07","4","6","039","00454",3356
"0699104","02","03","01","1","1","1","1","04","1","","06991","04","14","1","3","080","01004",7094
"0699205","02","05","01","1","2","1","1","03","1","","06992","05","31","1","6","184","02128",2779
"0699304","02","05","02","1","2","1","1","02","1","","06993","04","16","1","3","093","01140",3966
"0699408","03","04","01","1","1","1","1","04","1","","06994","08","32","4","3","187","02146",1688
"0699505","03","05","01","1","2","1","1","04","1","","06995","05","08","1","1","044","00504",2767
"0699604","03","07","01","1","1","1","1","03","1","","06996","04","05","1","2","030","00329",1661
"0699707","03","06","01","2","","1","1","07","1","","06997","07","10","4","1","052","00772",1285
"0699803","02","02","01","2","","2","","01","1","","06998","03","11","1","3","058","00853",4672
"0699902","03","05","02","1","1","1","1","04","1","","06999","02","19","1","2","108","01366",3020
"0700002","03","05","01","1","1","1","1","03","1","","07000","02","15","3","5","086","01065",13704
"0700103","01","05","02","1","1","1","1","01","1","","07001","03","05","1","2","030","00350",1476
"0700203","01","02","01","2","","2","","03","1","","07002","03","13","4","5","071","00935",2985
"0700306","02","03","01","2","","1","1","01","1","","07003","06","04","2","6","020","00224",779
"0700402","02","04","01","2","","1","2","04","1","","07004","02","05","1","2","029","00321",1456
"0700501","02","04","01","2","","1","1","01","1","","07005","01","24","1","2","139","01627",1341
"0700603","02","04","01","2","","2","","05","1","","07006","03","07","4","6","039","00449",4091
"0700705","01","02","01","1","1","2","","03","1","","07007","05","02","1","1","009","00082",2951
"0700802","01","03","01","1","2","1","1","03","1","","07008","02","08","1","1","044","00506",2740
"0700917","01","02","00","2","","2","","02","1","","07009","17","13","4","5","070","00932",2540
"0701001","01","01","01","2","","1","1","01","1","","07010","01","02","1","1","010","00115",2825
"0701103","02","04","01","1","1","1","1","02","1","","07011","03","09","1","4","049","00670",2177
"0701203","04","06","01","1","2","1","1","05","1","","07012","03","06","2","3","032","00392",627
"0701301","02","05","01","2","","1","1","05","1","","07013","01","31","1","6","181","02094",2676
"0701403","02","03","01","2","","2","","06","1","","07014","03","11","3","3","056","00830",5624
"0701502","02","03","01","2","","1","1","05","1","","07015","02","10","1","1","053","00783",1277
"0701612","01","02","01","2","","2","","01","1","","07016","12","29","4","5","167","01975",636
"0701704","01","02","01","2","","2","","01","1","","07017","04","15","1","5","087","01093",12542
"0701805","03","06","04","1","3","1","1","04","1","","07018","05","19","1","2","108","01365",3022
"0701904","01","03","01","2","","1","1","02","1","","07019","04","19","1","2","107","01314",3142
"0702004","02","05","01","1","2","1","1","04","1","","07020","04","31","1","6","183","02123",1910
"0702116","02","04","00","2","","2","","01","1","","07021","16","29","3","5","166","01970",682
"0702202","03","05","01","2","","1","1","06","1","","07022","02","09","1","4","048","00574",4103
"0702305","02","03","02","2","","1","1","03","1","","07023","05","23","1","6","132","01531",1998
"0702402","02","04","01","1","2","1","1","02","1","","07024","02","03","1","1","018","00215",655
"0702501","01","02","01","1","1","1","2","03","1","","07025","01","05","1","2","030","00326",1688
"0702606","02","04","01","2","","2","","06","1","","07026","06","16","4","3","090","01116",3460
"0702718","02","04","02","2","","2","","04","1","","07027","18","17","2","5","094","01150",835
"0702809","02","04","01","2","","1","1","04","1","","07028","09","24","4","2","137","01597",1065
"0702915","01","05","01","1","1","1","2","01","1","","07029","15","26","4","1","149","01742",1939
"0703005","02","04","01","1","3","1","1","02","1","","07030","05","24","1","2","139","01650",1051
"0703101","03","04","03","1","1","1","1","04","1","","07031","01","09","1","4","050","00740",2798
"0703205","03","04","02","1","2","1","1","04","1","","07032","05","22","1","3","128","01510",1981
"0703310","03","04","01","1","1","1","1","04","1","","07033","10","12","3","6","061","00878",2843
"0703404","01","02","00","2","","2","","02","1","","07034","04","14","4","3","077","00970",8757
"0703520","02","02","01","2","","2","","05","1","","07035","20","25","4","1","143","01680",2209
"0703617","03","04","01","1","2","1","1","05","1","","07036","17","16","4","3","090","01114",10379
"0703701","04","06","02","1","1","2","","02","1","","07037","01","19","1","2","107","01306",3229
"0703805","03","04","01","1","2","1","1","04","1","","07038","05","19","1","2","108","01363",3124
"0703904","01","05","01","1","1","1","1","02","1","","07039","04","09","1","4","050","00693",3642
"0704001","02","04","02","1","1","1","1","02","1","","07040","01","19","1","2","108","01350",3273
"0704101","01","02","01","1","1","2","","05","1","","07041","01","15","1","5","085","01059",9177
"0704216","04","06","01","1","2","1","2","05","1","","07042","16","13","3","5","067","00920",1739
"0704301","02","03","01","2","","2","","02","1","","07043","01","13","1","5","072","00942",2549
"0704416","02","03","00","2","","1","1","05","1","","07044","16","07","4","6","039","00447",4920
"0704503","02","04","01","1","1","2","","04","1","","07045","03","27","4","6","154","01817",2285
"0704603","02","03","01","2","","2","","04","1","","07046","03","05","1","2","030","00355",1437
"0704719","03","04","00","2","","1","1","03","1","","07047","19","24","4","2","136","01592",1094
"0704805","03","04","01","1","1","1","1","05","1","","07048","05","14","2","3","075","00963",13690
"0704905","02","04","01","1","1","2","","02","1","","07049","05","24","1","2","138","01609",1304
"0705004","02","05","01","1","1","1","1","03","1","","07050","04","24","1","2","139","01636",1275
"0705119","01","03","00","2","","2","","02","1","","07051","19","20","4","6","111","01381",3504
"0705205","02","04","02","1","1","1","1","02","1","","07052","05","16","2","3","088","01106",5935
"0705301","06","09","04","1","2","1","1","06","1","","07053","01","21","2","5","120","01424",5239
"0705403","03","04","02","1","1","1","1","03","1","","07054","03","06","1","3","034","00402",809
"0705511","03","03","01","2","","2","","02","1","","07055","11","12","4","6","063","00885",2839
"0705605","01","04","01","2","","1","1","03","1","","07056","05","31","1","6","182","02102",1987
"0705710","02","05","01","2","","2","","01","1","","07057","10","13","3","5","067","00921",1645
"0705805","02","04","01","2","","1","1","02","1","","07058","05","09","1","4","048","00581",3904
"0705905","03","06","01","1","1","1","1","04","1","","07059","05","32","3","3","185","02140",1353
"0706002","02","04","01","1","1","1","1","03","1","","07060","02","08","1","1","045","00522",3170
"0706102","02","04","01","1","1","1","1","03","1","","07061","02","18","2","3","103","01226",1221
"0706201","05","06","03","1","2","1","1","05","1","","07062","01","09","1","4","050","00719",3305
"0706305","01","05","02","1","1","1","1","01","1","","07063","05","21","1","5","122","01451",4613
"0706401","02","03","01","1","1","1","1","02","1","","07064","01","19","1","2","107","01325",3020
"0706501","02","04","01","2","","1","1","04","2","02","07065","01","24","1","2","140","01655",1451
"0706602","04","05","01","2","","1","1","04","2","02","07066","02","16","1","3","092","01135",3838
"0706704","02","04","01","2","","2","","03","1","","07067","04","21","4","5","117","01410",5193
"0706814","02","04","02","1","1","1","1","02","1","","07068","14","32","3","3","185","02140",1353
"0706903","02","04","01","2","","1","1","02","1","","07069","03","30","1","5","175","02055",6159
"0707020","02","03","01","1","1","1","1","01","1","","07070","20","18","4","3","101","01216",1115
"0707103","01","02","01","2","","2","","02","1","","07071","03","09","1","4","048","00575",4004
"0707208","01","02","01","2","","2","","02","1","","07072","08","24","2","2","135","01585",1797
"0707305","02","03","01","1","1","1","1","04","1","","07073","05","03","1","1","016","00166",691
"0707416","03","04","01","1","1","1","1","05","1","","07074","16","29","3","5","166","01971",658
"0707503","04","08","03","1","2","1","1","04","1","","07075","03","10","1","1","055","00824",1339
"0707602","04","05","01","2","","1","1","05","1","","07076","02","23","1","6","132","01549",1457
"0707712","03","06","00","2","","2","","12","1","","07077","12","30","4","5","173","02040",4785
"0707802","02","04","01","1","1","1","1","02","1","","07078","02","08","1","1","045","00518",3379
"0707904","02","03","00","1","2","1","1","05","1","","07079","04","09","1","4","050","00734",2939
"0708003","02","03","01","1","1","1","1","03","1","","07080","03","16","4","3","090","01117",3299
"0708112","03","06","03","1","4","1","1","06","1","","07081","12","28","2","2","159","01843",2250
"0708218","01","02","00","2","","2","","04","1","","07082","18","18","4","3","101","01219",985
"0708302","02","04","02","1","1","1","1","04","1","","07083","02","17","1","5","098","01191",1349
"0708405","04","07","02","1","1","1","1","04","1","","07084","05","13","1","5","073","00951",2393
"0708501","03","06","02","1","1","1","1","04","1","","07085","01","15","1","5","085","01050",11321
"0708601","02","04","02","1","1","1","1","02","1","","07086","01","09","1","4","049","00620",4040
"0708703","02","03","01","1","1","1","1","04","1","","07087","03","02","1","1","009","00085",2808
"0708805","03","05","01","2","","1","1","05","1","","07088","05","15","1","5","086","01083",9428
"0708905","01","02","01","2","","2","","02","1","","07089","05","01","1","3","004","00021",1259
"0709002","01","02","01","2","","2","","02","1","","07090","02","06","1","3","034","00402",809
"0709103","02","02","01","1","1","1","1","01","1","","07091","03","05","1","2","029","00315",1566
"0709218","02","05","01","1","2","1","2","05","1","","07092","18","32","4","3","187","02145",1691
"0709309","02","03","01","2","","1","1","04","1","","07093","09","31","2","6","178","02085",2014
"0709402","01","03","00","2","","1","1","03","1","","07094","02","30","4","5","173","02040",4785
"0709503","01","04","01","2","","1","2","01","1","","07095","03","20","2","6","109","01372",3454
"0709601","02","04","01","2","","1","1","03","1","","07096","01","24","1","2","139","01636",1275
"0709701","02","03","01","2","","1","1","03","1","","07097","01","31","2","6","179","02090",1761
"0709802","02","05","01","1","1","1","1","01","1","","07098","02","08","1","1","044","00499",2863
"0709904","02","03","01","1","1","1","1","05","1","","07099","04","26","1","1","150","01759",2444
"0710012","02","02","01","2","","1","1","02","1","","07100","12","18","3","3","100","01214",1363
"0710112","02","04","01","1","2","2","","05","1","","07101","12","29","3","5","166","01970",682
"0710207","04","08","01","1","2","1","1","03","1","","07102","07","32","4","3","187","02149",1504
"0710303","03","05","03","2","","1","1","05","1","","07103","03","23","1","6","132","01541",1625
"0710403","02","05","01","2","","1","1","02","1","","07104","03","25","2","1","142","01677",2524
"0710512","02","04","01","2","","1","1","04","1","","07105","12","10","4","1","052","00773",1281
"0710605","02","04","01","1","1","1","1","04","1","","07106","05","03","1","1","018","00207",748
"0710715","02","04","01","2","","1","1","03","1","","07107","15","20","4","6","111","01384",3206
"0710814","01","02","00","2","","2","","02","1","","07108","14","20","4","6","111","01380",3726
"0710911","03","04","01","1","2","2","","05","1","","07109","11","13","4","5","070","00931",3702
"0711001","02","05","01","1","1","1","1","02","1","","07110","01","09","1","4","050","00699",3527
"0711104","02","03","01","2","","2","","03","1","","07111","04","19","2","2","105","01247",2799
"0711201","02","03","01","2","","1","1","03","1","","07112","01","01","1","3","005","00037",1190
"0711303","01","05","01","2","","1","1","01","1","","07113","03","28","1","2","162","01905",1472
"0711418","02","04","01","1","1","1","1","04","1","","07114","18","25","4","1","143","01681",2188
"0711503","02","03","01","1","1","1","1","03","1","","07115","03","10","1","1","055","00823",1352
"0711604","04","10","03","1","3","1","1","06","1","","07116","04","25","4","1","143","01680",2209
"0711704","01","04","01","1","1","1","1","02","1","","07117","04","15","3","5","084","01026",8028
"0711809","01","01","00","1","1","2","","03","1","","07118","09","10","4","1","052","00771",1323
"0711917","01","02","00","2","","1","2","01","1","","07119","17","27","4","6","155","01823",414
"0712001","03","05","02","1","1","1","1","02","1","","07120","01","09","1","4","050","00735",2939
"0712105","01","02","00","2","","2","","05","1","","07121","05","30","4","5","173","02039",5218
