"LLAVEVIV","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","FOLIO","VIV_SEL","ENT","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"0413817","03","05","01","1","1","1","1","02","1","","04138","17","32","4","3","187","02145",1691
"0413916","02","03","01","2","","2","","04","1","","04139","16","16","4","3","090","01115",3760
"0414001","01","03","02","1","1","1","1","02","1","","04140","01","18","3","3","100","01210",1538
"0414114","04","11","02","1","2","1","1","02","1","","04141","14","05","2","2","027","00276",1431
"0414201","01","02","00","2","","1","2","02","1","","04142","01","12","4","6","063","00888",2579
"0414304","02","03","02","2","","1","1","03","1","","04143","04","27","2","6","153","01812",2385
"0414401","01","02","01","2","","2","","02","1","","04144","01","27","4","6","154","01814",2660
"0414504","01","02","01","2","","1","1","02","1","","04145","04","15","2","5","081","01014",20259
"0414601","02","04","02","1","1","1","2","03","1","","04146","01","31","1","6","184","02129",2725
"0414701","03","03","00","2","","2","","04","2","02","04147","01","04","1","6","023","00244",752
"0414818","02","04","01","2","","2","","03","1","","04148","18","18","4","3","101","01217",1108
"0414902","05","08","02","1","2","1","1","02","1","","04149","02","16","1","3","093","01140",3966
"0415002","01","02","01","1","1","1","1","04","1","","04150","02","15","1","5","085","01046",11818
"0415101","02","05","01","1","1","1","1","04","1","","04151","01","19","1","2","106","01286",3116
"0415217","03","05","01","1","1","1","1","04","1","","04152","17","21","2","5","116","01409",5069
"0415301","02","06","01","1","1","1","1","03","1","","04153","01","09","1","4","050","00738",2848
"0415403","03","06","02","1","2","1","1","03","1","","04154","03","08","1","1","046","00552",2970
"0415506","02","03","01","2","","2","","03","1","","04155","06","30","4","5","174","02048",4995
"0415605","02","04","01","2","","1","1","02","1","","04156","05","28","1","2","162","01885",1657
"0415701","02","05","01","1","1","1","1","06","1","","04157","01","05","1","2","030","00333",1615
"0415814","02","04","01","1","2","1","1","05","1","","04158","14","03","3","1","013","00146",496
"0415910","02","04","01","1","1","2","","01","1","","04159","10","28","2","2","159","01843",2250
"0416004","02","06","01","2","","1","1","02","1","","04160","04","09","1","4","050","00711",3409
"0416101","02","02","00","2","","2","","02","1","","04161","01","32","2","3","185","02139",1468
"0416203","02","04","01","2","","1","1","03","1","","04162","03","24","1","2","138","01618",1029
"0416304","02","05","01","2","","1","1","03","1","","04163","04","19","1","2","107","01310",3190
"0416404","01","04","01","2","","2","","02","1","","04164","04","13","4","5","072","00943",2474
"0416502","03","04","04","1","1","1","1","04","1","","04165","02","24","1","2","138","01617",1097
"0416601","01","02","01","2","","2","","03","1","","04166","01","13","3","5","067","00915",1831
"0416716","02","04","01","2","","1","1","05","1","","04167","16","11","4","3","057","00835",5223
"0416805","01","02","01","2","","1","1","02","1","","04168","05","21","1","5","121","01443",3700
"0416912","02","03","00","1","1","2","","06","1","","04169","12","07","4","6","039","00447",4920
"0417003","02","06","01","2","","1","1","02","1","","04170","03","09","1","4","049","00675",1417
"0417102","02","04","01","1","1","1","1","03","1","","04171","02","09","1","4","050","00693",3642
"0417201","01","01","00","2","","2","","05","1","","04172","01","20","4","6","111","01385",3030
"0417303","01","08","01","1","1","2","","01","1","","04173","03","18","3","3","100","01211",1520
"0417401","03","05","01","1","1","1","1","02","1","","04174","01","14","1","3","080","01003",7520
"0417516","02","04","01","2","","2","","03","1","","04175","16","27","4","6","155","01822",916
"0417603","01","02","01","2","","1","1","03","1","","04176","03","28","1","2","162","01877",1713
"0417705","01","04","01","2","","2","","01","1","","04177","05","18","2","3","100","01213",1488
"0417805","02","03","02","1","1","1","1","02","1","","04178","05","11","2","3","059","00865",5338
"0417902","03","04","02","2","","1","1","04","1","","04179","02","19","2","2","106","01285",3116
"0418020","01","02","01","2","","2","","01","1","","04180","20","26","4","1","149","01742",1939
"0418118","02","03","01","1","1","1","1","04","1","","04181","18","11","4","3","057","00835",5223
"0418205","01","04","01","1","1","1","1","02","1","","04182","05","09","1","4","050","00763",485
"0418304","02","03","01","1","1","1","1","04","1","","04183","04","01","1","3","004","00018",1287
"0418402","02","04","01","1","1","1","1","03","1","","04184","02","09","1","4","049","00629",3784
"0418504","02","03","01","1","1","1","1","04","1","","04185","04","02","1","1","011","00132",2860
"0418602","02","05","01","1","2","1","1","05","1","","04186","02","26","1","1","151","01786",1977
"0418707","01","02","00","2","","2","","05","1","","04187","07","17","3","5","094","01147",952
"0418816","02","03","01","2","","2","","05","1","","04188","16","20","4","6","111","01384",3206
"0418902","01","03","01","1","1","1","1","02","1","","04189","02","21","1","5","121","01432",5447
"0419009","02","04","01","2","","2","","02","1","","04190","09","28","4","2","160","01848",1343
"0419104","02","04","01","1","1","1","1","04","1","","04191","04","31","1","6","183","02116",2118
"0419204","04","06","03","2","","1","1","07","1","","04192","04","23","1","6","132","01534",1839
"0419304","02","03","01","2","","1","1","05","1","","04193","04","21","1","5","121","01440",4259
"0419417","01","02","00","1","1","2","","05","1","","04194","17","30","4","5","173","02044",4268
"0419502","02","04","02","2","","1","1","03","1","","04195","02","04","1","6","024","00257",781
"0419601","01","04","02","1","1","1","1","02","1","","04196","01","25","1","1","145","01716",2453
"0419702","01","05","02","1","1","1","1","01","1","","04197","02","24","1","2","140","01661",1368
"0419820","03","05","02","2","","1","1","03","1","","04198","20","20","2","6","110","01375",5038
"0419905","03","10","03","1","2","1","1","04","1","","04199","05","24","1","2","140","01668",1196
"0420003","03","04","01","2","","1","1","05","1","","04200","03","09","1","4","049","00621",4008
"0420105","02","04","02","1","1","1","1","04","2","02","04201","05","24","4","2","137","01596",1073
"0420203","02","04","01","2","","1","1","03","1","","04202","03","15","1","5","085","01051",11199
"0420315","03","06","00","2","","2","","04","1","","04203","15","30","4","5","173","02042",4624
"0420418","01","06","01","2","","2","","03","1","","04204","18","30","4","5","173","02041",4774
"0420502","02","04","01","1","1","1","1","02","1","","04205","02","19","1","2","107","01311",3189
"0420612","02","04","01","2","","1","1","04","1","","04206","12","05","4","2","028","00278",1371
"0420705","01","03","02","1","1","1","1","02","1","","04207","05","02","1","1","010","00115",2825
"0420816","01","03","00","2","","2","","03","1","","04208","16","30","4","5","174","02048",4995
"0420911","01","02","01","2","","2","","04","1","","04209","11","04","4","6","021","00225",1029
"0421002","02","03","01","1","1","1","1","04","1","","04210","02","16","3","3","088","01111",4301
"0421105","02","02","00","2","","2","","03","1","","04211","05","12","4","6","063","00883",3042
"0421201","03","05","01","1","1","1","1","01","1","","04212","01","26","4","1","149","01742",1939
"0421302","02","02","01","1","1","1","1","03","1","","04213","02","09","1","4","049","00612",4271
"0421401","02","03","02","2","","1","1","01","1","","04214","01","14","1","3","079","00986",9208
"0421505","03","04","01","2","","1","1","05","1","","04215","05","26","1","1","151","01771",2198
"0421602","01","02","00","2","","2","","01","1","","04216","02","16","4","3","089","01112",3033
"0421705","02","02","01","2","","1","1","06","1","","04217","05","17","3","5","094","01149",880
"0421801","02","05","01","1","1","1","1","04","1","","04218","01","02","1","1","010","00112",2852
"0421909","01","02","00","2","","2","","02","1","","04219","09","07","4","6","039","00452",3699
"0422004","03","05","01","2","","1","1","06","1","","04220","04","07","1","6","040","00463",4031
"0422110","01","02","01","1","1","2","","03","1","","04221","10","25","4","1","143","01680",2209
"0422202","01","02","00","2","","2","","04","1","","04222","02","23","4","6","130","01516",1778
"0422314","01","03","01","1","2","1","1","03","1","","04223","14","03","2","1","012","00143",609
"0422419","01","02","01","2","","1","2","07","1","","04224","19","25","4","1","143","01682",2124
"0422505","01","02","00","2","","1","1","05","1","","04225","05","15","3","5","086","01064",15368
"0422603","02","03","01","2","","2","","01","1","","04226","03","24","1","2","139","01649",1058
"0422703","04","06","02","1","2","1","1","05","1","","04227","03","26","1","1","150","01744",2766
"0422802","02","03","01","2","","2","","02","1","","04228","02","09","1","4","049","00608",4537
"0422904","02","03","01","2","","2","","03","1","","04229","04","28","1","2","162","01870",1743
"0423008","02","03","01","1","1","1","1","04","1","","04230","08","17","3","5","094","01148",943
"0423105","01","02","01","2","","1","1","04","1","","04231","05","04","1","6","024","00259",711
"0423203","02","02","00","2","","2","","04","1","","04232","03","09","1","4","049","00645",3421
"0423303","02","03","01","2","","1","1","02","1","","04233","03","04","1","6","024","00261",646
"0423415","02","04","00","2","","1","1","06","1","","04234","15","04","2","6","020","00224",779
"0423504","02","04","01","2","","1","1","05","1","","04235","04","28","1","2","163","01943",1685
"0423604","01","02","01","2","","2","","01","1","","04236","04","11","4","3","057","00834",19030
"0423705","02","05","01","1","1","1","1","04","1","","04237","05","01","1","3","005","00037",1190
"0423803","01","02","01","2","","2","","01","1","","04238","03","05","1","2","029","00320",1475
"0423911","01","04","02","1","1","1","1","02","1","","04239","11","18","3","3","100","01211",1520
"0424013","02","03","01","1","1","1","1","03","1","","04240","13","13","3","5","067","00920",1739
"0424103","01","02","01","2","","2","","01","1","","04241","03","09","1","4","049","00632",3741
"0424201","01","02","01","2","","1","1","05","1","","04242","01","28","1","2","162","01886",1656
"0424307","03","04","02","1","1","1","2","12","1","","04243","07","25","3","1","141","01675",2587
"0424409","01","02","01","2","","1","1","02","1","","04244","09","31","3","6","179","02088",1811
"0424505","01","03","01","1","1","1","1","02","1","","04245","05","32","1","3","190","02167",2292
"0424603","03","06","02","2","","1","1","01","1","","04246","03","24","2","2","135","01583",1844
"0424703","03","03","01","1","1","1","1","05","1","","04247","03","08","1","1","044","00507",2734
"0424801","03","05","02","1","1","1","1","04","1","","04248","01","09","1","4","050","00712",3409
"0424902","02","04","00","2","","2","","05","1","","04249","02","09","4","4","047","00557",672
"0425004","02","05","02","1","2","1","1","04","1","","04250","04","09","1","4","050","00701",3527
"0425103","03","06","04","1","2","1","1","04","1","","04251","03","22","1","3","127","01481",2049
"0425203","02","03","01","1","1","1","1","02","1","","04252","03","03","1","1","017","00182",715
"0425303","01","02","01","2","","1","1","06","1","","04253","03","09","1","4","049","00605",4730
"0425411","03","05","01","1","1","2","","03","1","","04254","11","13","3","5","068","00928",1288
"0425504","03","05","01","2","","2","","01","1","","04255","04","16","4","3","090","01115",3760
"0425606","04","06","01","2","","2","","04","1","","04256","06","27","4","6","155","01818",1651
"0425704","02","03","01","2","","1","1","02","1","","04257","04","05","1","2","029","00287",1766
"0425801","01","04","01","1","1","1","1","05","1","","04258","01","09","1","4","049","00610",4363
"0425904","01","02","01","2","","2","","04","1","","04259","04","23","1","6","131","01519",2214
"0426012","02","04","01","1","2","1","1","04","1","","04260","12","26","2","1","147","01736",2632
"0426104","02","04","01","2","","1","1","04","1","","04261","04","14","1","3","079","00993",7413
"0426201","01","02","01","2","","1","1","02","1","","04262","01","04","1","6","023","00236",847
"0426302","02","03","01","1","1","1","1","05","1","","04263","02","04","1","6","023","00234",961
"0426411","03","04","02","1","1","1","1","04","1","","04264","11","32","4","3","187","02145",1691
"0426502","01","03","01","2","","2","","01","1","","04265","02","18","4","3","101","01216",1115
"0426603","01","07","02","2","","1","1","01","1","","04266","03","01","1","3","006","00054",1277
"0426702","03","04","01","1","2","2","","04","1","","04267","02","17","3","5","094","01147",952
"0426804","02","03","01","1","1","1","1","02","1","","04268","04","28","1","2","162","01899",1566
"0426904","02","04","01","1","1","1","1","04","1","","04269","04","03","1","1","017","00198",590
"0427004","01","02","01","2","","1","1","02","1","","04270","04","30","1","5","175","02060",5357
"0427102","02","03","01","1","1","1","1","03","1","","04271","02","05","1","2","030","00345",1490
"0427204","03","05","03","1","2","1","1","02","1","","04272","04","14","1","3","080","01006",6870
"0427316","02","03","01","2","","2","","03","1","","04273","16","14","3","3","075","00965",3506
"0427404","02","02","01","1","1","1","1","03","1","","04274","04","29","3","5","169","01999",1031
"0427502","01","04","01","2","","2","","02","1","","04275","02","29","4","5","169","01992",1101
"0427602","02","03","02","1","2","1","1","04","1","","04276","02","19","3","2","108","01340",3378
"0427712","02","03","01","1","1","2","","02","1","","04277","12","32","4","3","187","02149",1504
"0427801","03","06","01","1","1","1","1","03","1","","04278","01","11","2","3","058","00855",4477
"0427902","01","02","00","2","","2","","06","1","","04279","02","09","1","4","048","00601",1568
"0428002","01","02","01","2","","2","","03","1","","04280","02","09","1","4","048","00594",3319
"0428105","02","03","01","1","1","1","2","02","1","","04281","05","25","1","1","146","01726",3600
"0428202","01","03","01","1","1","1","1","02","1","","04282","02","17","1","5","099","01208",1238
"0428306","01","04","02","1","1","1","1","04","1","","04283","06","18","2","3","100","01213",1488
"0428410","01","04","01","2","","1","2","03","1","","04284","10","25","3","1","141","01673",2778
"0428505","02","05","03","1","2","1","1","02","1","","04285","05","09","1","4","050","00708",3458
"0428604","02","05","01","2","","1","1","04","1","","04286","04","04","1","6","024","00253",833
"0428704","02","03","01","1","1","1","1","03","1","","04287","04","01","1","3","004","00011",1396
"0428802","02","04","01","2","","1","1","02","1","","04288","02","19","1","2","107","01331",2406
"0428903","01","04","01","2","","1","1","04","1","","04289","03","31","1","6","182","02099",2136
"0429001","01","03","01","2","","2","","01","1","","04290","01","08","1","1","044","00491",3124
"0429113","01","04","02","1","1","2","","02","1","","04291","13","18","3","3","100","01211",1520
"0429203","02","03","01","2","","1","1","09","2","02","04292","03","08","1","1","045","00537",383
"0429303","02","05","01","1","1","1","1","03","1","","04293","03","08","1","1","044","00514",2406
"0429414","01","05","01","1","2","1","1","02","1","","04294","14","25","2","1","142","01676",2626
"0429503","02","04","01","1","1","2","","03","1","","04295","03","09","1","4","049","00666",2907
"0429605","03","05","01","1","1","1","1","04","1","","04296","05","29","2","5","168","01977",1561
"0429702","03","06","02","1","1","1","1","04","1","","04297","02","05","2","2","030","00348",1476
"0429805","04","05","01","2","","2","","01","1","","04298","05","08","1","1","045","00520",3304
"0429905","03","05","01","2","","1","1","04","1","","04299","05","21","1","5","121","01441",3844
"0430003","03","06","01","2","","1","1","03","1","","04300","03","09","1","4","049","00662",3003
"0430107","03","04","01","2","","1","2","03","1","","04301","07","32","4","3","187","02146",1688
"0430208","01","02","00","2","","2","","02","1","","04302","08","12","4","6","063","00886",2839
"0430302","03","06","01","2","","1","1","04","1","","04303","02","09","1","4","050","00707",3479
"0430416","03","06","01","1","2","2","","02","1","","04304","16","19","4","2","105","01250",2996
"0430513","03","04","00","1","1","2","","04","1","","04305","13","15","3","5","081","01017",6441
"0430606","02","03","01","1","2","1","1","04","1","","04306","06","03","3","1","013","00146",496
"0430719","03","05","01","1","1","2","","04","1","","04307","19","12","2","6","062","00881",1964
"0430803","03","05","01","1","1","1","1","04","1","","04308","03","31","1","6","184","02136",2363
"0430902","03","05","01","1","4","1","1","05","1","","04309","02","14","1","3","079","00998",6511
"0431004","01","03","01","2","","1","1","02","1","","04310","04","17","1","5","098","01198",1204
"0431105","03","05","01","1","1","1","1","02","1","","04311","05","21","3","5","116","01406",6756
"0431204","02","03","01","2","","1","1","02","1","","04312","04","24","1","2","140","01672",957
"0431304","03","05","01","1","1","1","1","05","1","","04313","04","02","1","1","010","00117",2757
"0431402","03","08","02","1","2","2","","04","1","","04314","02","32","1","3","189","02166",916
"0431505","04","05","03","1","2","1","1","04","1","","04315","05","07","1","6","041","00474",4176
"0431605","01","02","01","2","","2","","01","1","","04316","05","13","4","5","071","00938",2501
"0431704","01","01","00","2","","2","","06","1","","04317","04","17","3","5","097","01165",1754
"0431802","04","08","03","1","1","1","1","05","1","","04318","02","09","1","4","050","00737",2858
"0431908","02","03","00","1","1","1","2","03","1","","04319","08","24","4","2","136","01590",1225
"0432002","02","05","02","1","1","1","1","02","1","","04320","02","15","1","5","087","01096",11554
"0432105","03","05","01","1","1","1","1","02","1","","04321","05","05","1","2","031","00386",1676
"0432202","02","04","01","1","1","1","1","02","1","","04322","02","22","1","3","126","01469",2385
"0432307","01","03","01","1","1","1","1","03","1","","04323","07","11","4","3","057","00837",4691
"0432404","02","04","01","2","","1","1","04","1","","04324","04","29","2","5","169","02006",987
"0432517","03","05","00","2","","2","","07","1","","04325","17","04","3","6","019","00221",707
"0432605","01","02","01","2","","1","1","01","1","","04326","05","09","1","4","049","00610",4363
"0432702","01","03","01","2","","1","1","02","1","","04327","02","07","1","6","040","00463",4031
"0432801","02","03","03","2","","1","1","02","1","","04328","01","17","1","5","098","01200",820
"0432903","02","02","01","1","1","1","1","02","1","","04329","03","03","1","1","017","00193",632
"0433003","01","01","00","2","","1","1","03","1","","04330","03","21","1","5","120","01425",5082
"0433101","02","03","01","2","","1","1","03","1","","04331","01","09","1","4","049","00646",3384
"0433204","02","04","01","1","1","1","1","01","1","","04332","04","08","1","1","045","00523",3117
"0433314","01","02","01","2","","2","","02","1","","04333","14","07","4","6","039","00454",3356
"0433404","01","04","01","1","1","1","2","01","1","","04334","04","21","1","5","121","01443",3700
"0433503","01","02","01","1","1","2","","03","1","","04335","03","26","1","1","150","01757",2485
"0433614","02","03","01","2","","1","1","04","1","","04336","14","10","4","1","052","00769",1449
"0433707","02","04","01","1","1","1","2","03","1","","04337","07","02","4","1","008","00063",1922
"0433818","01","01","01","2","","2","","01","1","","04338","18","27","4","6","154","01816",2554
"0433901","02","04","01","1","1","1","1","04","1","","04339","01","05","1","2","029","00304",1618
"0434004","04","06","03","1","2","1","1","11","1","","04340","04","22","1","3","127","01494",1700
"0434102","02","03","01","2","","1","1","03","1","","04341","02","02","1","1","009","00085",2808
"0434214","02","03","00","2","","1","1","04","1","","04342","14","11","4","3","057","00837",4691
"0434304","03","05","02","1","1","1","1","05","1","","04343","04","02","1","1","010","00112",2852
"0434419","02","04","01","1","1","2","","05","1","","04344","19","04","3","6","020","00222",977
"0434501","02","04","01","2","","1","1","04","1","","04345","01","07","4","6","039","00455",3338
"0434607","02","04","02","2","","1","1","03","1","","04346","07","27","3","6","153","01808",2893
"0434702","02","03","01","1","1","1","1","02","1","","04347","02","08","1","1","045","00528",3033
"0434804","01","03","02","2","","1","1","01","1","","04348","04","06","3","3","032","00391",636
"0434905","02","04","01","1","1","1","1","02","1","","04349","05","24","1","2","139","01624",1383
"0435005","02","03","01","1","2","1","1","04","1","","04350","05","26","1","1","150","01756",2507
"0435109","02","04","01","1","1","1","1","02","1","","04351","09","13","4","5","070","00931",3702
"0435215","02","03","01","2","","2","","02","1","","04352","15","13","3","5","067","00919",1831
"0435308","02","03","01","1","1","1","1","02","1","","04353","08","14","3","3","075","00964",4181
"0435416","03","04","01","1","1","2","","05","1","","04354","16","25","4","1","143","01678",2442
"0435511","01","02","01","1","2","1","1","02","1","","04355","11","28","2","2","159","01843",2250
"0435603","01","02","01","1","1","1","1","01","1","","04356","03","23","1","6","133","01569",1256
"0435703","03","05","01","1","1","1","1","05","1","","04357","03","09","1","4","049","00640",3566
"0435801","03","03","00","2","","2","","02","1","","04358","01","29","4","5","169","01984",1177
"0435909","02","04","01","1","1","1","1","03","1","","04359","09","25","3","1","141","01673",2778
"0436004","03","06","01","1","1","1","1","05","1","","04360","04","32","1","3","189","02155",1378
"0436102","02","03","00","1","1","2","","03","1","","04361","02","09","1","4","049","00650",3248
"0436201","02","05","01","1","1","1","1","07","1","","04362","01","27","1","6","156","01830",1676
"0436316","03","04","01","2","","1","1","04","1","","04363","16","27","3","6","153","01808",2893
"0436405","01","03","01","1","1","2","","01","1","","04364","05","11","1","3","059","00866",5308
"0436505","01","05","01","1","1","1","1","02","1","","04365","05","31","1","6","184","02134",2491
"0436604","03","04","03","1","1","1","1","03","1","","04366","04","13","1","5","074","00957",2792
"0436703","01","06","03","1","2","1","1","02","1","","04367","03","16","1","3","093","01138",4351
"0436802","02","04","01","2","","1","1","03","1","","04368","02","14","3","3","075","00964",4181
"0436913","02","03","01","2","","1","1","04","1","","04369","13","19","2","2","105","01251",2799
"0437013","03","05","01","2","","2","","04","1","","04370","13","29","2","5","166","01972",586
"0437102","02","06","01","1","2","1","1","02","1","","04371","02","13","3","5","067","00919",1831
"0437204","03","05","00","2","","2","","04","1","","04372","04","20","4","6","111","01381",3504
"0437311","01","02","00","2","","2","","02","1","","04373","11","08","2","1","042","00480",3631
"0437401","01","03","01","2","","1","1","03","1","","04374","01","23","1","6","132","01547",1533
"0437501","01","01","01","2","","2","","02","1","","04375","01","14","1","3","078","00980",9014
"0437612","03","05","01","1","2","1","1","02","1","","04376","12","03","4","1","014","00149",796
"0437702","01","02","01","2","","2","","02","1","","04377","02","28","1","2","163","01925",1801
"0437803","02","04","01","2","","2","","03","1","","04378","03","28","1","2","162","01871",1732
"0437905","03","06","03","1","1","1","1","03","1","","04379","05","17","1","5","097","01175",1472
"0438002","02","05","02","1","1","1","1","03","2","02","04380","02","19","1","2","106","01279",3185
"0438104","01","04","02","2","","1","1","01","1","","04381","04","10","1","1","054","00816",1239
"0438218","02","02","01","1","1","1","1","08","1","","04382","18","08","2","1","042","00480",3631
"0438302","02","03","01","1","1","1","1","04","1","","04383","02","19","1","2","106","01270",3319
"0438403","01","05","01","1","2","1","1","01","1","","04384","03","01","3","3","002","00005",1680
"0438517","02","05","01","1","1","1","1","04","1","","04385","17","29","4","5","167","01975",636
"0438605","01","03","01","2","","2","","01","1","","04386","05","18","1","3","103","01231",1105
"0438705","04","06","02","1","1","1","1","04","1","","04387","05","32","1","3","189","02162",1154
"0438804","03","07","04","1","2","1","1","04","1","","04388","04","09","1","4","050","00760",1073
"0438911","03","04","01","2","","2","","07","1","","04389","11","10","4","1","052","00771",1323
"0439019","03","05","01","1","1","1","1","05","1","","04390","19","19","2","2","105","01252",2794
"0439120","01","03","00","2","","2","","01","1","","04391","20","18","4","3","101","01218",1072
"0439203","02","05","02","1","1","1","1","03","1","","04392","03","28","2","2","159","01843",2250
"0439309","01","02","01","2","","1","1","03","1","","04393","09","23","4","6","130","01516",1778
"0439414","02","04","01","1","2","1","1","04","1","","04394","14","08","4","1","043","00482",3070
"0439503","01","02","01","2","","2","","02","1","","04395","03","03","1","1","017","00185",701
"0439601","03","05","02","1","1","1","1","04","1","","04396","01","24","1","2","139","01642",1223
"0439707","01","03","01","2","","2","","03","1","","04397","07","31","2","6","179","02090",1761
"0439801","04","06","02","2","","1","1","06","1","","04398","01","21","1","5","120","01422",5722
"0439904","02","03","01","2","","1","1","05","1","","04399","04","23","1","6","132","01556",1226
"0440001","01","02","01","2","","1","1","05","1","","04400","01","08","1","1","044","00497",2889
"0440101","02","06","01","2","","2","","02","1","","04401","01","05","2","2","029","00308",1594
"0440210","01","03","01","2","","1","1","01","1","","04402","10","20","3","6","110","01376",4727
"0440304","02","04","01","2","","1","1","03","1","","04403","04","19","1","2","106","01281",3171
"0440415","01","09","02","1","2","1","1","01","1","","04404","15","10","3","1","051","00766",1365
"0440507","02","04","01","2","","1","1","03","1","","04405","07","30","2","5","172","02035",8713
"0440604","03","04","01","1","2","1","1","04","1","","04406","04","01","1","3","006","00053",1292
"0440706","01","01","02","1","1","1","1","01","1","","04407","06","29","2","5","166","01972",586
"0440804","01","01","01","2","","1","1","01","1","","04408","04","22","1","3","128","01511",1952
"0440902","02","03","01","1","1","1","1","04","1","","04409","02","02","1","1","011","00128",3011
"0441004","02","05","01","2","","1","1","04","1","","04410","04","28","1","2","163","01929",1755
"0441101","03","07","02","1","1","1","1","07","1","","04411","01","09","1","4","049","00673",1454
"0441202","03","05","02","1","1","1","1","03","1","","04412","02","09","1","4","050","00731",2977
"0441305","02","04","02","1","2","1","1","03","1","","04413","05","26","1","1","151","01765",2599
"0441404","03","04","02","2","","1","1","03","1","","04414","04","09","1","4","049","00645",3421
"0441505","01","03","01","1","1","1","1","04","1","","04415","05","22","1","3","126","01471",2195
"0441604","01","02","01","2","","1","1","02","1","","04416","04","22","1","3","127","01482",2035
"0441718","07","08","03","1","2","2","","01","1","","04417","18","12","2","6","062","00881",1964
"0441803","02","04","01","1","1","1","1","03","1","","04418","03","14","1","3","080","01011",4558
"0441903","01","01","01","2","","1","1","01","1","","04419","03","14","2","3","079","00997",6613
"0442004","01","04","02","1","1","1","1","02","1","","04420","04","25","1","1","144","01692",2663
"0442113","02","03","01","1","1","1","1","05","1","","04421","13","32","4","3","187","02146",1688
"0442220","02","04","00","2","","2","","02","1","","04422","20","30","4","5","173","02040",4785
"0442312","02","04","00","2","","1","2","04","1","","04423","12","30","4","5","173","02041",4774
"0442405","02","06","02","1","1","1","1","02","1","","04424","05","19","1","2","107","01322",3056
"0442510","01","04","01","2","","1","1","02","1","","04425","10","07","2","6","037","00444",3822
"0442605","01","05","03","1","2","1","1","02","1","","04426","05","09","1","4","050","00701",3527
"0442702","01","03","01","2","","1","1","01","1","","04427","02","14","1","3","079","00991",8242
"0442808","01","04","04","1","1","1","1","02","1","","04428","08","12","2","6","062","00879",3249
"0442901","01","04","01","1","1","1","1","02","1","","04429","01","32","1","3","190","02169",2030
"0443017","01","02","01","1","1","1","2","02","1","","04430","17","25","2","1","141","01674",2705
"0443106","02","03","01","1","1","1","1","01","1","","04431","06","08","4","1","043","00484",2372
"0443212","01","03","01","2","","1","2","01","1","","04432","12","20","2","6","110","01375",5038
"0443305","03","04","01","1","2","1","1","06","1","","04433","05","09","1","4","050","00707",3479
"0443418","02","03","00","2","","1","1","04","1","","04434","18","12","3","6","061","00878",2843
"0443501","03","09","02","1","2","1","1","05","1","","04435","01","19","1","2","106","01281",3171
"0443605","02","04","01","2","","2","","04","1","","04436","05","17","1","5","097","01161",1854
"0443702","01","04","02","1","2","1","1","02","1","","04437","02","01","1","3","006","00055",1249
"0443801","01","01","00","2","","2","","08","1","","04438","01","09","1","4","048","00586",3644
"0443901","01","04","01","1","1","1","1","02","1","","04439","01","09","1","4","048","00574",4103
"0444003","03","05","01","2","","1","1","03","1","","04440","03","09","1","4","049","00627",3808
"0444101","02","03","01","2","","1","1","05","1","","04441","01","21","1","5","121","01440",4259
"0444210","02","05","01","2","","1","1","01","1","","04442","10","27","2","6","153","01812",2385
"0444305","02","05","02","1","1","1","1","02","1","","04443","05","15","1","5","085","01035",13117
"0444401","04","05","01","1","1","2","","03","1","","04444","01","03","1","1","016","00175",618
"0444501","03","05","01","1","1","1","1","05","1","","04445","01","08","1","1","044","00494",3005
"0444603","02","03","01","2","","2","","05","1","","04446","03","26","1","1","151","01777",2117
"0444702","04","06","02","1","1","1","1","06","1","","04447","02","13","1","5","073","00948",2562
"0444811","01","03","00","1","1","2","","02","1","","04448","11","04","4","6","021","00226",887
"0444916","04","05","02","1","2","1","1","03","1","","04449","16","12","4","6","063","00888",2579
"0445016","04","06","01","2","","1","2","07","1","","04450","16","05","4","2","028","00277",1380
"0445119","01","02","00","2","","2","","01","1","","04451","19","24","4","2","136","01589",1281
"0445203","03","07","03","1","1","1","1","03","1","","04452","03","04","1","6","023","00235",931
"0445303","03","04","03","1","1","1","1","01","1","","04453","03","11","1","3","060","00873",6798
"0445404","01","04","01","2","","1","1","02","1","","04454","04","04","3","6","020","00222",977
"0445511","02","03","01","1","1","1","1","03","1","","04455","11","11","4","3","057","00838",3502
"0445601","01","02","01","1","1","2","","03","1","","04456","01","02","1","1","009","00071",3257
"0445703","02","03","01","2","","1","1","05","1","","04457","03","23","1","6","132","01539",1677
"0445807","02","03","01","2","","2","","05","1","","04458","07","14","4","3","077","00970",8757
"0445901","01","03","01","2","","1","1","02","1","","04459","01","02","1","1","009","00069",3373
"0446008","04","05","01","1","2","1","1","04","1","","04460","08","32","4","3","187","02148",1543
"0446105","02","04","01","1","1","1","1","04","1","","04461","05","15","2","5","086","01066",13118
"0446201","02","03","01","1","1","1","1","03","1","","04462","01","32","1","3","188","02153",1417
"0446316","01","03","00","2","","2","","02","1","","04463","16","12","4","6","063","00886",2839
"0446405","02","04","02","1","1","1","1","05","1","","04464","05","25","1","1","145","01713",2488
"0446503","02","04","02","2","","2","","02","1","","04465","03","15","1","5","086","01086",8324
"0446603","01","04","02","1","1","1","1","02","1","","04466","03","09","1","4","049","00606",4668
